1,8,Tue Jul 05 08:43:52 UTC 2011,true,建行,Tue Jul 05 08:43:52 UTC 2011
2,2,Tue Jul 05 08:43:52 UTC 2011,true,浦发,Tue Jul 05 08:43:52 UTC 2011
