80,59,Tue Jul 05 08:43:38 UTC 2011,true,false,false,"","","",鑫港（邯郸）,64,,13931026263,xghd,鑫,Branch,Wed Jul 27 02:08:13 UTC 2011
73,72,Tue Jul 05 08:43:38 UTC 2011,true,false,false,"","","",南和县,65,,0319-4600985,nhx,南,Branch,Wed Jul 27 02:09:24 UTC 2011
93,43,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",晋城,66,,0356-2123222,jc,晋,Branch,Tue Aug 02 11:41:29 UTC 2011
109,62,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",黎城,67,,0355-6633336,lc,黎,Branch,Wed Jul 27 02:20:13 UTC 2011
114,64,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",鸡泽,68,,13373104189,jz,鸡,Branch,Wed Jul 27 02:21:06 UTC 2011
115,66,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",肥乡,69,,0310-8567546,fx,肥,Branch,Tue Aug 02 11:41:29 UTC 2011
116,65,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",邱县,70,,13323005938,qx,邱,Branch,Wed Jul 27 02:22:34 UTC 2011
117,67,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",曲周,71,,13932075303,qz,曲,Branch,Wed Jul 27 02:23:17 UTC 2011
121,70,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",巨鹿,72,,0319-4336387,jl,巨,Branch,Wed Jul 27 02:24:51 UTC 2011
122,76,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",内丘,73,,15803393249,nq,内,Branch,Wed Jul 27 02:25:35 UTC 2011
123,74,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",隆尧,74,,15803393249,ly,隆,Branch,Wed Jul 27 02:26:21 UTC 2011
124,69,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",广宗,75,,0319-2337700,gz,宗,Branch,Thu Aug 04 08:49:52 UTC 2011
125,68,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",平乡,76,,0319-2337700,px,平,Branch,Wed Jul 27 02:24:05 UTC 2011
126,73,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",任县,77,,0319-2337700,rx,任,Branch,Tue Aug 02 11:41:29 UTC 2011
127,75,Tue Jul 05 08:43:39 UTC 2011,true,false,false,"","","",柏乡,78,,0319-2337700,bx,柏,Branch,Wed Jul 27 02:27:50 UTC 2011
145,79,Thu Aug 04 08:36:19 UTC 2011,true,false,true,"","","",中转站,79,,"",zzz,中,Branch,Wed Aug 10 02:47:53 UTC 2011
